id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
1291,verre aérien,"45.20474,5.84441",Nord-Est,Domène,Route de Savoie / Route de Chartreuse,verre,24h,tous les jours,verre
38,verre aérien,"45.20566,5.82594",Nord-Est,Domène,Rue Aristide Bergès / Ensemble sportif / Skate-park / Tennis / Boulodrome,verre,24h,tous les jours,verre
34,verre aérien,"45.19711,5.82835",Nord-Est,Domène,Rue des Alpes / Collège et gymnase de la Moulinière,verre,24h,tous les jours,verre
30,verre aérien,"45.20233,5.83967",Nord-Est,Domène,Rue Henri David / Derrière salle des fêtes,verre,24h,tous les jours,verre
224,verre aérien,"45.18337,5.79995",Nord-Est,Gières,13-15 Rue de la Fontaine,verre,24h,tous les jours,verre
1268,verre aérien,"45.18279,5.78824",Nord-Est,Gières,1d Rue de la Gare / Rue des Routoirs,verre,24h,tous les jours,verre
219,verre aérien,"45.185,5.79103",Nord-Est,Gières,2 Rue Pierre Giraud,verre,24h,tous les jours,verre
925,verre aérien,"45.10728,5.68585",Grand-Sud,Varces Allières et Risset,Zone rue du Pré de l'Orme,verre,24h,tous les jours,verre
222,verre aérien,"45.17965,5.79042",Nord-Est,Gières,21 Rue Victor Hugo / vers Eglise,verre,24h,tous les jours,verre
1272,verre aérien,"45.18519,5.80164",Nord-Est,Gières,28-32 Rue de la Libération,verre,24h,tous les jours,verre
234,verre aérien,"45.18538,5.77891",Nord-Est,Gières,Rue de la Condamine / Rue de Mayencin,verre,24h,tous les jours,verre
220,verre aérien,"45.18099,5.79359",Nord-Est,Gières,Rue des Arènes / Salle du Laussy,verre,24h,tous les jours,verre
226,verre aérien,"45.1827,5.79413",Nord-Est,Gières,Rue des Cottages / derrière bibliothèque,verre,24h,tous les jours,verre
216,verre aérien,"45.18837,5.7844",Nord-Est,Gières,Rue des Glairons / Mail des Sports / face entrée dépôt tram Semitag,verre,24h,tous les jours,verre
217,verre aérien,"45.18787,5.78711",Nord-Est,Gières,Rue des Sports (impasse / aire de retournement vers tennis),verre,24h,tous les jours,verre
223,verre aérien,"45.18114,5.79138",Nord-Est,Gières,Rue Victor Hugo / en face école de musique / Parc Michal / vers la Cure,verre,24h,tous les jours,verre
28,verre aérien,"45.20274,5.83811",Nord-Est,Domène,Rue Marius Charles / Place Compagnie Stéphane,verre,24h,tous les jours,verre
27,verre aérien,"45.20268,5.83809",Nord-Est,Domène,Rue Marius Charles / Place Compagnie Stéphane,verre,24h,tous les jours,verre
936,verre aérien,"45.05139,5.6719",Grand-Sud,Vif,Salle polyvalente Louis Maisonnat / Rue du 19 mars 1962 (en face du collège),verre,24h,tous les jours,verre
537,verre aérien,"45.20252,5.75309",Nord-Est,La Tronche,1 Rue Jean de la Fontaine / Centre commercial Doyen Gosse (face à la Poste) / Devant église,verre,24h,tous les jours,verre
528,verre enterré,"45.20736,5.74644",Nord-Est,La Tronche,10-12 Grande Rue (face au 23) / Parking des Cèdres,verre,24h,tous les jours,verre
545,verre aérien,"45.19736,5.74658",Nord-Est,La Tronche,11 Boulevard de la Chantourne / rue accés restaurant universitaire,verre,24h,tous les jours,verre
540,verre aérien,"45.19994,5.75265",Nord-Est,La Tronche,11 Rue de l'Oisans,verre,24h,tous les jours,verre
538,verre aérien,"45.2033,5.75126",Nord-Est,La Tronche,13-17 Rue Doyen Gosse (vers intersection avec Chemin Georges Ferrieux et Rue Nicolas Boileau,verre,24h,tous les jours,verre
535,verre aérien,"45.20179,5.75649",Nord-Est,La Tronche,15 Rue Blaise Pascal / Quartier Doyen Gosse,verre,24h,tous les jours,verre
520,verre aérien,"45.21007,5.73901",Nord-Est,La Tronche,18-20 Chemin de la Vierge Noire / Chemin Noyarey,verre,24h,tous les jours,verre
530,verre aérien,"45.20491,5.74401",Nord-Est,La Tronche,2 Rue Eymard Duvernay / Gymnase,verre,24h,tous les jours,verre
518,verre aérien,"45.21792,5.75039",Nord-Est,La Tronche,3 Chemin de Maubec / Hameau de Maubec,verre,24h,tous les jours,verre
519,verre aérien,"45.21363,5.7442",Nord-Est,La Tronche,40 Chemin de Maubec (à côté du transfo) / Chemin de Montvinoux,verre,24h,tous les jours,verre
547,verre aérien,"45.21377,5.74756",Nord-Est,La Tronche,5-8 Route de Chartreuse / Réservoir,verre,24h,tous les jours,verre
1297,verre enterré,"45.20486,5.73825",Nord-Est,La Tronche,95 Grande Rue,verre,24h,tous les jours,verre
539,verre aérien,"45.19964,5.75021",Nord-Est,La Tronche,Avenue de l'Obiou / Avenue du Grand Sablon,verre,24h,tous les jours,verre
543,verre aérien,"45.19716,5.75199",Nord-Est,La Tronche,Boulevard de la Chantourne (immeuble le Manhattan),verre,24h,tous les jours,verre
517,verre aérien,"45.21155,5.74326",Nord-Est,La Tronche,Chemin du Cellier (côté bacs OM) / Lotissement Saint Germain,verre,24h,tous les jours,verre
516,verre aérien,"45.21212,5.7458",Nord-Est,La Tronche,Chemin du Mas Saint Germain / Chemin de Mantonne,verre,24h,tous les jours,verre
527,verre aérien,"45.20961,5.74692",Nord-Est,La Tronche,Chemin du Petit Violet / Allée Verte,verre,24h,tous les jours,verre
544,verre aérien,"45.19701,5.74421",Nord-Est,La Tronche,Chemin Fortuné Ferrini (entrée parking restaurant universitaire),verre,24h,tous les jours,verre
1311,verre aérien,"45.19828,5.75631",Nord-Est,La Tronche,CTE Nord-Est / 4 chemin de la Tuilerie (50 chemin de la Caronnerie),verre,24h,tous les jours,verre
525,verre aérien,"45.20386,5.73697",Nord-Est,La Tronche,Grande Rue (face n°84-88),verre,24h,tous les jours,verre
541,verre aérien,"45.20102,5.75147",Nord-Est,La Tronche,Rue du Vercors (côté parc face n°7),verre,24h,tous les jours,verre
1226,verre aérien,"45.24936,5.7657",Nord-Est,Le Sappey en Chartreuse,Bas de Pillonnières / Route du Col de Porte (Route D512),verre,24h,tous les jours,verre
1107,verre aérien,"45.2635,5.77725",Nord-Est,Le Sappey en Chartreuse,Hôtel-restaurant Les Skieurs,verre,24h,tous les jours,verre
1104,verre aérien,"45.25852,5.77885",Nord-Est,Le Sappey en Chartreuse,La Jacobine / Foyer ski / Route de la Jacobine (parking),verre,24h,tous les jours,verre
1303,verre aérien,"45.26002,5.77175",Nord-Est,Le Sappey en Chartreuse,Les Beauches / Route de l'Achard / Chemin des Beauches,verre,24h,tous les jours,verre
1037,verre aérien,"45.20676,5.77735",Nord-Est,Meylan,13 Allée des Eyminées,verre,24h,tous les jours,verre
982,verre aérien,"45.21021,5.77229",Nord-Est,Meylan,13 Avenue de Verdun / Résidence les 4 Seigneurs,verre,24h,tous les jours,verre
1017,verre aérien,"45.22174,5.78757",Nord-Est,Meylan,13-19 Chemin de Rochasson / vers impasse St Eynard,verre,24h,tous les jours,verre
1039,verre aérien,"45.20255,5.76039",Nord-Est,Meylan,18-34 Avenue de Verdun (entre Hôtel Mercure et avenue de la Plaine Fleurie),verre,24h,tous les jours,verre
1019,verre aérien,"45.23071,5.78764",Nord-Est,Meylan,2 Allée du Pré Catlan (dans logette),verre,24h,tous les jours,verre
964,verre aérien,"45.20205,5.76219",Nord-Est,Meylan,2 Boulevard des Alpes (parking centre commercial - face station essence Carrefour),verre,24h,tous les jours,verre
978,verre aérien,"45.20855,5.77464",Nord-Est,Meylan,21 Avenue du Vercors (face à la piscine),verre,24h,tous les jours,verre
1103,verre aérien,"45.25461,5.77097",Nord-Est,Le Sappey en Chartreuse,Le Gouillat / Route du Col de Porte (Route D512),verre,24h,tous les jours,verre
977,verre aérien,"45.20775,5.77409",Nord-Est,Meylan,23 Avenue du Vercors (Résidence L'Emendra) / face crêche,verre,24h,tous les jours,verre
973,verre aérien,"45.20798,5.76057",Nord-Est,Meylan,23 Rue Champ Rochas (entrée parc de Champ Rochas - face entrée résid. Manoir),verre,24h,tous les jours,verre
208,verre enterré,"45.25292,5.66653",Nord-Ouest,Fontanil Cornillon,Rue du Rafour / Parc municipal / Gymnase Lionel Terray,verre,24h,tous les jours,verre
984,verre aérien,"45.21246,5.77116",Nord-Est,Meylan,27-29 Avenue de Chamrousse (arrêt de bus) / Chemin de Chaumetière,verre,24h,tous les jours,verre
1038,verre aérien,"45.20355,5.76505",Nord-Est,Meylan,3 bis Allée des Centaurées (discothèque ''Le Phoénix''),verre,24h,tous les jours,verre
988,verre aérien,"45.20672,5.77969",Nord-Est,Meylan,3-5 Allée des Eyminées,verre,24h,tous les jours,verre
971,verre aérien,"45.20447,5.76177",Nord-Est,Meylan,36-40 Rue du Pré d'Elle (sur parking côté parc des Aiguinards),verre,24h,tous les jours,verre
976,verre aérien,"45.2056,5.77065",Nord-Est,Meylan,37 Avenue du Vercors (sur parking contre allée),verre,24h,tous les jours,verre
987,verre aérien,"45.2082,5.78027",Nord-Est,Meylan,39 Chemin de la Taillat (logements gendarmerie),verre,24h,tous les jours,verre
966,verre aérien,"45.20378,5.76013",Nord-Est,Meylan,40-42 Avenue Plaine Fleurie / Rue de la Grange (devant laboratoire analyse),verre,24h,tous les jours,verre
968,verre aérien,"45.20627,5.75704",Nord-Est,Meylan,4-12 Avenue Plaine Fleurie / Allée de la Roseraie / Rue Champ Rochas,verre,24h,tous les jours,verre
1020,verre aérien,"45.22774,5.78834",Nord-Est,Meylan,42 Chemin de l'Eglise (parking),verre,24h,tous les jours,verre
983,verre aérien,"45.21202,5.76651",Nord-Est,Meylan,43-45 Avenue de Chamrousse (à côté restaurant la Mandibule),verre,24h,tous les jours,verre
975,verre aérien,"45.20843,5.76739",Nord-Est,Meylan,44 Chemin de la Revirée (gymnase),verre,24h,tous les jours,verre
981,verre aérien,"45.20397,5.77471",Nord-Est,Meylan,47 Bvd des Alpes (devant tennis couverts),verre,24h,tous les jours,verre
979,verre aérien,"45.20926,5.7784",Nord-Est,Meylan,5 Avenue du Vercors (arrêt bus en face mairie / à côté centre commercial Grand Pré),verre,24h,tous les jours,verre
939,verre aérien,"45.02789,5.65123",Grand-Sud,Vif,Le Genevrey / Avenue Général De Gaulle / Avenue Louis Vicat / Avant pont sur la Gresse,verre,24h,tous les jours,verre
1002,verre aérien,"45.21835,5.79469",Nord-Est,Meylan,5-7 Chemin de Maupertuis (salle LCR La Praly),verre,24h,tous les jours,verre
1034,verre aérien,"45.21937,5.78842",Nord-Est,Meylan,7 Allée de la Résidence Saint Mury,verre,24h,tous les jours,verre
1044,verre aérien,"45.20794,5.77739",Nord-Est,Meylan,7 bis Chemin du Habert (bibliothèque Grand Pré),verre,24h,tous les jours,verre
986,verre aérien,"45.21089,5.77774",Nord-Est,Meylan,8-14 Allée de la Piat,verre,24h,tous les jours,verre
965,verre aérien,"45.20431,5.7647",Nord-Est,Meylan,Allée des Centaurées / Impasse des Centaurées (entrée cimetière),verre,24h,tous les jours,verre
1012,verre aérien,"45.21713,5.77667",Nord-Est,Meylan,Avenue de Chartreuse / Avenue des Mûriers (face n°29),verre,24h,tous les jours,verre
1009,verre aérien,"45.21938,5.78618",Nord-Est,Meylan,Avenue de Chartreuse / Chemin de la Ville / Allée des Fleurs,verre,24h,tous les jours,verre
1001,verre aérien,"45.21995,5.78876",Nord-Est,Meylan,Avenue des Sept Laux / Chemin de l'Hermitage (sur petit parking),verre,24h,tous les jours,verre
1023,verre aérien,"45.21324,5.77765",Nord-Est,Meylan,Chemin de Chaumetière / Allée du Château,verre,24h,tous les jours,verre
1014,verre aérien,"45.22548,5.78",Nord-Est,Meylan,Chemin de Clos Buisson (dans logette),verre,24h,tous les jours,verre
1010,verre aérien,"45.21814,5.77933",Nord-Est,Meylan,Avenue de Chartreuse / Chemin de l'Eglise (derrière bibliothèque / maison de quartier),verre,24h,tous les jours,verre
1018,verre aérien,"45.224,5.79378",Nord-Est,Meylan,Chemin de la Chicane / Allée de Pré Fleuri,verre,24h,tous les jours,verre
1008,verre aérien,"45.21614,5.77963",Nord-Est,Meylan,Chemin de l'Ancienne Mairie / Avenue des Mûriers (rond point),verre,24h,tous les jours,verre
972,verre aérien,"45.20638,5.7639",Nord-Est,Meylan,Rue des Aiguinards (parking de l'Hexagone),verre,24h,tous les jours,verre
974,verre aérien,"45.20917,5.76368",Nord-Est,Meylan,Rue des Lilas (entrée de la rue - côté place de la Louisiane),verre,24h,tous les jours,verre
1011,verre aérien,"45.21812,5.77613",Nord-Est,Meylan,Rue du Pal de Fer (face n°19) / Avenue du Bourcet,verre,24h,tous les jours,verre
969,verre aérien,"45.20662,5.75954",Nord-Est,Meylan,Rue du Pré d'Elle / Rue Le Poulet (dans logette),verre,24h,tous les jours,verre
705,verre aérien,"45.18769,5.81122",Nord-Est,Murianette,Chemin de la Perrière (limite Gières),verre,24h,tous les jours,verre
1307,verre aérien,"45.18533,5.82333",Nord-Est,Murianette,Route de la Pérérée (D291) / Chemin du Jappin,verre,24h,tous les jours,verre
1282,verre aérien,"45.16559,5.75075",Nord-Est,Saint Martin d'Hères,11 Rue Chopin / Ecole maternelle Paul Bert,verre,24h,tous les jours,verre
792,verre aérien,"45.17909,5.75333",Nord-Est,Saint Martin d'Hères,13 Rue Paul Langevin / Maison de retraite Bon Basteur / Collège Edouard Vaillant,verre,24h,tous les jours,verre
1302,verre aérien,"45.18767,5.76187",Nord-Est,Saint Martin d'Hères,16 Rue Barnave / Déchèterie,verre,24h,tous les jours,verre
1082,verre aérien,"45.183,5.75078",Nord-Est,Saint Martin d'Hères,16 Rue Henri Revoy / Gymnase et stade Auguste Delaune,verre,24h,tous les jours,verre
817,verre aérien,"45.1887,5.75456",Nord-Est,Saint Martin d'Hères,16 Rue Pierre Brossolette / Entrée square MJC Gabriel Péri / Face au terrain de pétanque,verre,24h,tous les jours,verre
816,verre aérien,"45.18674,5.76075",Nord-Est,Saint Martin d'Hères,11-13 Rue des Glairons / Clinique Belledonne,verre,24h,tous les jours,verre
1218,verre aérien,"45.05604,5.77249",Grand-Sud,Vizille,Déchèterie (Péage de Vizille) / 526 Rue du Maquis de l'Oisans (RD 1091),verre,24h,tous les jours,verre
801,verre enterré,"45.18231,5.76035",Nord-Est,Saint Martin d'Hères,161-163 Avenue Ambroise Croizat / MJC Fernand Texier,verre,24h,tous les jours,verre
827,verre aérien,"45.18411,5.77437",Nord-Est,Saint Martin d'Hères,31 Rue du Champ Roman / Sono Music / Côté Castorama,verre,24h,tous les jours,verre
780,verre aérien,"45.16477,5.75383",Nord-Est,Saint Martin d'Hères,3-5 Rue Emile Zola,verre,24h,tous les jours,verre
1280,verre aérien,"45.17636,5.76301",Nord-Est,Saint Martin d'Hères,5 Rue Albert Samain (local OPAC 38) / Place Rosalind Franklin,verre,24h,tous les jours,verre
777,verre aérien,"45.16745,5.75419",Nord-Est,Saint Martin d'Hères,57 Avenue Zella Melhis (arrêt de bus),verre,24h,tous les jours,verre
6001,verre semi-enterré,"45.22808,5.72486",Nord-Ouest,Saint Martin Le Vinoux,Route de Narbonne / Route de Clémencières,verre,24h,tous les jours,verre
818,verre aérien,"45.18972,5.75552",Nord-Est,Saint Martin d'Hères,9-11 Rue Pierre Brossolette / Rue Colonel Manhès,verre,24h,tous les jours,verre
1281,verre aérien,"45.16689,5.7496",Nord-Est,Saint Martin d'Hères,Avenue de la Mogne / Gymnase Henri Maurice,verre,24h,tous les jours,verre
796,verre aérien,"45.17734,5.75623",Nord-Est,Saint Martin d'Hères,Avenue Elise Grappe / Avenue Carmagnole Liberté (angle opposé Commissariat Police),verre,24h,tous les jours,verre
6002,ordures ménagères résiduelles semi-enterré,"45.22803,5.72485",Nord-Ouest,Saint Martin Le Vinoux,Route de Narbonne / Route de Clémencières,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
6003,collecte sélective semi-enterré,"45.22799,5.72485",Nord-Ouest,Saint Martin Le Vinoux,Route de Narbonne / Route de Clémencières,collecte sélective,24h,tous les jours,collecte sélective
1343,verre enterré,"45.07319,5.72906",Grand-Sud,Champ sur Drac,205-207 Rue Marcel Paul / Les Grands Vergers,verre,24h,tous les jours,verre
783,verre aérien,"45.16515,5.74903",Nord-Est,Saint Martin d'Hères,Avenue Marcel Cachin (face au n° 70) / abri bus (arrêt Paul Eluard),verre,24h,tous les jours,verre
774,verre aérien,"45.17472,5.76201",Nord-Est,Saint Martin d'Hères,35 Rue Henri Wallon / Rue Montaigne / Pompiers / Lycée Pablo Néruda,verre,24h,tous les jours,verre
821,verre aérien,"45.18861,5.7514",Nord-Est,Saint Martin d'Hères,84 Rue des Taillées,verre,24h,tous les jours,verre
793,verre aérien,"45.18273,5.75458",Nord-Est,Saint Martin d'Hères,Avenue Benoit Frachon / Rue Friedrich Engels (Eglise Notre Dame de la Salette),verre,24h,tous les jours,verre
1050,verre aérien,"45.17351,5.78126",Nord-Est,Saint Martin d'Hères,Le Mûrier / Route des Maquis (face aux n° 125-127) / Parking parc et centre aéré,verre,24h,tous les jours,verre
761,verre aérien,"45.16487,5.76827",Nord-Est,Saint Martin d'Hères,Place de la Libérté / Avenue de la Galochère (face au n° 32) / Village,verre,24h,tous les jours,verre
803,verre aérien,"45.18435,5.75077",Nord-Est,Saint Martin d'Hères,Place du 8 février 1962 / Ecole de Musique / Salle Ambroise Croizat,verre,24h,tous les jours,verre
3179,collecte sélective enterré,"45.07314,5.72901",Grand-Sud,Champ sur Drac,205-207 Rue Marcel Paul / Les Grands Vergers,collecte sélective,24h,tous les jours,collecte sélective
6004,ordures ménagères résiduelles semi-enterré,"45.21729,5.72199",Nord-Ouest,Saint Martin Le Vinoux,Mas Caché (parking) / 2656 Route de Clémencières / Rue le Mas Caché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
996,verre aérien,"45.21229,5.79059",Nord-Est,Meylan,5 Rue de Chenevière / Passage des Grubins,verre,24h,tous les jours,verre
998,verre aérien,"45.21158,5.79143",Nord-Est,Meylan,"Avenue du Granier (rond point de Bavière, derrière arrêt bus ''Béalières'')",verre,24h,tous les jours,verre
1004,verre aérien,"45.21376,5.7965",Nord-Est,Meylan,Allée des Etangs / Chemin de la Dhuy (rond point école Maupertuis),verre,24h,tous les jours,verre
1000,verre aérien,"45.21329,5.79183",Nord-Est,Meylan,"""""Allée des Frênes (en bout d'impasse) / Résidence """"""""Les Parcs de Maupertuis""""""""""""",verre,24h,tous les jours,verre
993,verre aérien,"45.21572,5.78501",Nord-Est,Meylan,Chemin de Bérivière (restaurant lycée Grésivaudan côté logette),verre,24h,tous les jours,verre
3131,collecte sélective aérien,"45.02843,5.70641",Grand-Sud,Saint Georges de Commiers,Saint Pierre / Parking Eglise,collecte sélective,24h,tous les jours,collecte sélective
3078,collecte sélective enterré,"45.03903,5.70569",Grand-Sud,Saint Georges de Commiers,Combe des Guiberts / La Souchère / 42 Avenue de la Résistance,collecte sélective,24h,tous les jours,collecte sélective
6005,collecte sélective semi-enterré,"45.21726,5.72201",Nord-Ouest,Saint Martin Le Vinoux,Mas Caché (parking) / 2656 Route de Clémencières / Rue le Mas Caché,collecte sélective,24h,tous les jours,collecte sélective
