id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
45,verre aérien,"45.15677,5.72605",Sud,Echirolles,Rue d'Alsace (face n°14 Allée des Vosges) / P24 Vosges,verre,24h,tous les jours,verre
134,verre aérien,"45.15677,5.72479",Sud,Echirolles,Rue d'Alsace (face n°8 Allée des Vosges) / P23 Rhin,verre,24h,tous les jours,verre
46,verre aérien,"45.15657,5.72778",Sud,Echirolles,Rue d'Alsace (face n°28 Allée des Vosges) / P24 Vosges / arrêt tram Les Granges,verre,24h,tous les jours,verre
60,verre aérien,"45.15049,5.71837",Sud,Echirolles,Gymnase Croix de Vérines / Salle des Fêtes / Avenue du 8 Mai 1945 (accès rocade / face Mc Donald),verre,24h,tous les jours,verre
6014,collecte sélective aérien,"45.17289,5.75508",Nord-Est,Saint Martin d'Hères,23 Rue Edmond Rostand,collecte sélective,24h,tous les jours,collecte sélective
738,verre aérien,"45.24084,5.68424",Nord-Ouest,Saint Egrève,Rue Clapières (face au n° 2b) / Cimetière,verre,24h,tous les jours,verre
42,verre aérien,"45.15907,5.72478",Sud,Echirolles,Carrefour / Parking (angle nord-ouest) / Espace recyclage (colonnes textiles et local poubelle),verre,24h,tous les jours,verre
72,verre aérien,"45.14222,5.72946",Sud,Echirolles,Déchèterie / 56 Avenue de la République,verre,24h,tous les jours,verre
53,verre aérien,"45.15767,5.71649",Sud,Echirolles,Rue de Bretagne / P12 Convention,verre,24h,tous les jours,verre
52,verre aérien,"45.1582,5.71731",Sud,Echirolles,Rue de Bretagne / P13 Saintonge,verre,24h,tous les jours,verre
93,verre aérien,"45.14163,5.70831",Sud,Echirolles,Rue de la Paix,verre,24h,tous les jours,verre
117,verre aérien,"45.14398,5.70204",Sud,Echirolles,Rue de l'Ecureuil / Rue Léa Blain,verre,24h,tous les jours,verre
121,verre aérien,"45.15232,5.72956",Sud,Echirolles,Rue de Lorraine (face au n°10) / Parc des Sports Jean Vilar / Boulodrome / P28 Aquitaine,verre,24h,tous les jours,verre
119,verre aérien,"45.15327,5.72485",Sud,Echirolles,Rue de Lorraine (vers intersection Avenue des FTPF) / P31 Chêne,verre,24h,tous les jours,verre
56,verre aérien,"45.15577,5.71657",Sud,Echirolles,Rue de Touraine / Allée du Maine / P6 Maine,verre,24h,tous les jours,verre
129,verre aérien,"45.14573,5.72057",Sud,Echirolles,Rue d'Estienne d'Orves / Allée du Champ de la Rousse / Square,verre,24h,tous les jours,verre
130,verre enterré,"45.14455,5.72167",Sud,Echirolles,Rue d'Estienne d'Orves / Allée Raymond Savignac,verre,24h,tous les jours,verre
146,verre aérien,"45.15895,5.75084",Sud,Eybens,27-29 Rue Victor Hugo / Centre Loisirs et Culture / Ecole Bel-Air,verre,24h,tous les jours,verre
123,verre aérien,"45.1583,5.70559",Sud,Echirolles,Rue du 19 mars 1962 / Rue du Tremblay / Rue Emile Zola / Z.A. Rondeau,verre,24h,tous les jours,verre
1015,verre aérien,"45.22782,5.77864",Nord-Est,Meylan,52 Chemin de Rochasson / Parking du Château / Chemin de la Cordelière,verre,24h,tous les jours,verre
49,verre aérien,"45.1558,5.72117",Sud,Echirolles,Rue du Berry (face au n°23 Place Beaumarchais) / P21 Beaumarchais,verre,24h,tous les jours,verre
51,verre aérien,"45.15559,5.72032",Sud,Echirolles,Rue du Berry (face au n°6 Allée du Berry) / P22,verre,24h,tous les jours,verre
120,verre aérien,"45.15325,5.72789",Sud,Echirolles,Rue de Lorraine / Rue des Landes / Centre social Anne Franck,verre,24h,tous les jours,verre
128,verre aérien,"45.14481,5.71908",Sud,Echirolles,Rue Normandie Niemen / Allée Raymond Savignac,verre,24h,tous les jours,verre
1252,verre aérien,"45.14372,5.73297",Sud,Echirolles,Place Eugène Thénard / 23-25 Avenue Henri Wallon (face n° 40),verre,24h,tous les jours,verre
144,verre aérien,"45.15364,5.75137",Sud,Eybens,Rue Pierre Mendès France / Avenue de Poisat,verre,24h,tous les jours,verre
1076,verre aérien,"45.1447,5.69808",Sud,Echirolles,Rue Pablo Picasso / Collège,verre,24h,tous les jours,verre
1041,verre aérien,"45.20442,5.77166",Nord-Est,Meylan,4-6 Allée du Bret (parking en bout d'impasse),verre,24h,tous les jours,verre
1048,verre aérien,"45.20613,5.78233",Nord-Est,Meylan,5 Chemin du Vieux Chêne / Déchèterie,verre,24h,tous les jours,verre
1043,verre aérien,"45.20528,5.76712",Nord-Est,Meylan,7-11 Allée des Mitailliéres,verre,24h,tous les jours,verre
1126,verre aérien,"45.10914,5.72708",Grand-Sud,Champagnier,Place de l'Ecole (parking),verre,24h,tous les jours,verre
1040,verre aérien,"45.21008,5.7649",Nord-Est,Meylan,Rue des Lilas (face n° 5 allée des Saules),verre,24h,tous les jours,verre
77,verre aérien,"45.14435,5.71781",Sud,Echirolles,Rue Gabriel Didier (face gymnase Lionel Terray),verre,24h,tous les jours,verre
1063,verre enterré,"45.2589,5.66374",Nord-Ouest,Fontanil Cornillon,Allée de la Cerisaie / Cimetière,verre,24h,tous les jours,verre
88,verre aérien,"45.14588,5.71487",Sud,Echirolles,Rue Paul Héroult / Rue Honoré de Balzac,verre,24h,tous les jours,verre
124,verre enterré,"45.14158,5.7206",Sud,Echirolles,Rue Paul Langevin / Rue de la Buclée,verre,24h,tous les jours,verre
131,verre enterré,"45.1455,5.72552",Sud,Echirolles,Rue Paul Langevin / Rue du Maquis de l'Oisans,verre,24h,tous les jours,verre
1066,verre aérien,"44.9806,5.62259",Grand-Sud,Miribel Lanchâtre,Le Perron / Route Départementale 8 / Chemin de l'Achard,verre,24h,tous les jours,verre
1067,verre aérien,"44.97462,5.62083",Grand-Sud,Miribel Lanchâtre,Village / Route Départementale 8 / Rue de l'Alambic,verre,24h,tous les jours,verre
2,verre aérien,"45.11881,5.69322",Grand-Sud,Claix,Place Jean Monnet / Parking supermarché Carrefour Market,verre,24h,tous les jours,verre
6016,collecte sélective aérien,"45.1725,5.75649",Nord-Est,Saint Martin d'Hères,Avenue Potié / Rue Edmond Rostand (Parking devant Crèche Jeanne Labourbe) / Quartier Renaudie,collecte sélective,24h,tous les jours,collecte sélective
6015,collecte sélective aérien,"45.16025,5.75673",Nord-Est,Saint Martin d'Hères,Avenue Marcel Cachin / Rue Lénine,collecte sélective,24h,tous les jours,collecte sélective
6013,collecte sélective aérien,"45.17633,5.76296",Nord-Est,Saint Martin d'Hères,5 Rue Albert Samain (local OPAC 38) / Place Rosalind Franklin,collecte sélective,24h,tous les jours,collecte sélective
9,verre aérien,"45.1116,5.67198",Grand-Sud,Claix,8 Chemin de Risset / Parc et complexe sportif de la Bâtie,verre,24h,tous les jours,verre
10,verre aérien,"45.11155,5.67198",Grand-Sud,Claix,8 Chemin de Risset / Parc et complexe sportif de la Bâtie,verre,24h,tous les jours,verre
3,verre aérien,"45.11882,5.69328",Grand-Sud,Claix,Place Jean Monnet / Parking supermarché Carrefour Market,verre,24h,tous les jours,verre
4,verre aérien,"45.11881,5.69324",Grand-Sud,Claix,Place Jean Monnet / Parking supermarché Carrefour Market,verre,24h,tous les jours,verre
8,verre aérien,"45.11601,5.69244",Grand-Sud,Claix,2 Rue de Rochefort / Salle Pont Rouge,verre,24h,tous les jours,verre
1065,verre aérien,"45.11055,5.67839",Grand-Sud,Varces Allières et Risset,Rue de la Pissarde / Impasse des Marais,verre,24h,tous les jours,verre
1077,verre aérien,"45.20649,5.66429",Nord-Ouest,Sassenage,21-23 Rue du Billery / Esplanade mairie / devant logette,verre,24h,tous les jours,verre
1068,verre enterré,"45.14829,5.72421",Sud,Echirolles,Avenue de Grugliasco / Avenue des F.T.P.F.,verre,24h,tous les jours,verre
75,verre aérien,"45.1423,5.72138",Sud,Echirolles,Rue Paul Langevin / Rue Gabriel Didier,verre,24h,tous les jours,verre
23,verre aérien,"45.21062,5.76282",Nord-Est,Corenc,30-32 Avenue du Grésivaudan / Hôtel restaurant les 3 Roses,verre,24h,tous les jours,verre
21,verre aérien,"45.21099,5.75996",Nord-Est,Corenc,9-11 Avenue de la Paix / Avenue Charles de Foucauld / Face école maternelle de Montfleury,verre,24h,tous les jours,verre
22,verre aérien,"45.21735,5.77213",Nord-Est,Corenc,Avenue Louis Bonnet Eymard / Avenue Hector Berlioz,verre,24h,tous les jours,verre
139,verre aérien,"45.14857,5.7525",Sud,Eybens,2-8 Rue du Château / La Grange du Château / Parking centre commercial,verre,24h,tous les jours,verre
153,verre aérien,"45.15844,5.74351",Sud,Eybens,3-7 Rue de l'Industrie (à côté de la Maison Départementale des Sports),verre,24h,tous les jours,verre
1088,verre aérien,"45.16456,5.75807",Nord-Est,Saint Martin d'Hères,11 Rue du Béal (Restaurant Crocodile) / Sortie Rocade Sud / Face Maison de la Pierre / ZI Sud,verre,24h,tous les jours,verre
1320,verre aérien,"45.14949,5.73681",Sud,Eybens,16 Rue Irène Joliot Curie / ZA Les Ruires,verre,24h,tous les jours,verre
1094,verre aérien,"45.16628,5.76046",Nord-Est,Saint Martin d'Hères,18 Rue du Bourgamon / ZA du Bourgamon,verre,24h,tous les jours,verre
1090,verre aérien,"45.18378,5.75602",Nord-Est,Saint Martin d'Hères,Parking derrière Mairie / Accès par rue Marceau Leyssieux,verre,24h,tous les jours,verre
1089,verre enterré,"45.13574,5.71333",Sud,Echirolles,13 Rue Clément Ader,verre,24h,tous les jours,verre
1125,verre aérien,"45.10916,5.72711",Grand-Sud,Champagnier,Place de l'Ecole (parking),verre,24h,tous les jours,verre
1124,verre enterré,"45.11386,5.72847",Grand-Sud,Champagnier,Place du Lacca,verre,24h,tous les jours,verre
1114,verre aérien,"45.13637,5.75056",Sud,Bresson,Eglise (Parking) / Rue de l'Eglise,verre,24h,tous les jours,verre
1134,verre enterré,"45.08273,5.73276",Grand-Sud,Champ sur Drac,Bibliothèque / Rue Général Delestraint (derrière école maternelle),verre,24h,tous les jours,verre
1143,verre enterré,"45.07338,5.73369",Grand-Sud,Champ sur Drac,Cimetière du Sert / 41 Route du Village,verre,24h,tous les jours,verre
1137,verre aérien,"45.08161,5.74064",Grand-Sud,Champ sur Drac,Déchèterie / Rue Léo Lagrange,verre,24h,tous les jours,verre
1138,verre aérien,"45.08159,5.74063",Grand-Sud,Champ sur Drac,Déchèterie / Rue Léo Lagrange,verre,24h,tous les jours,verre
1158,verre enterré,"45.08567,5.74372",Grand-Sud,Jarrie,Croix de la Vue (Basse Jarrie) / Place de la Croix de la Vue,verre,24h,tous les jours,verre
1154,verre aérien,"45.09446,5.74502",Grand-Sud,Jarrie,Salle Malraux (Basse Jarrie) - cuisines / 1 Montée des Clares (accès par chemin derrière bâtiment),verre,24h,tous les jours,verre
1157,verre aérien,"45.08937,5.74108",Grand-Sud,Jarrie,Ateliers municipaux (Basse Jarrie) - accès livraisons / 423 Rue du Moulin,verre,24h,tous les jours,verre
1128,verre aérien,"45.10691,5.73003",Grand-Sud,Champagnier,Eglise / Cimetière / Mairie / Chemin de l'Eglise,verre,24h,tous les jours,verre
1112,verre aérien,"45.13858,5.74168",Sud,Bresson,L'Oratoire / 3-5 Rue de l'Oratoire / Réservoirs ville de Grenoble,verre,24h,tous les jours,verre
1113,verre aérien,"45.1383,5.75026",Sud,Bresson,Restaurant / 2 Rue Emile Chavant,verre,24h,tous les jours,verre
1177,verre aérien,"45.05308,5.76441",Grand-Sud,Saint Pierre de Mésage,Chavance / Mairie / Rue de la Chavance (parking en début de rue),verre,24h,tous les jours,verre
1178,verre aérien,"45.0575,5.76722",Grand-Sud,Saint Pierre de Mésage,Le Pont / Parking / 203 Rue du Pont (parking en bout d'impasse),verre,24h,tous les jours,verre
1179,verre aérien,"45.05478,5.79424",Grand-Sud,Séchilienne,Les Rivoirans,verre,24h,tous les jours,verre
65,verre aérien,"45.14758,5.71977",Sud,Echirolles,Rue Albert Londres / Rue Normandie Niemen,verre,24h,tous les jours,verre
48,verre aérien,"45.15834,5.72099",Sud,Echirolles,Rue de Normandie (face n° 8-10 Allée du Gatinais) / P16 Gatinais,verre,24h,tous les jours,verre
159,verre enterré,"45.14587,5.74263",Sud,Eybens,6 Rue Montesquieu / Square Buffon,verre,24h,tous les jours,verre
145,verre aérien,"45.15915,5.7545",Sud,Eybens,Rue Charles Piot / Rue Stendhal (square) / Limite communale avec Poisat,verre,24h,tous les jours,verre
152,verre aérien,"45.16311,5.74217",Sud,Eybens,9-21 Rue de Cure Bourse (transformateur),verre,24h,tous les jours,verre
1181,verre aérien,"45.0552,5.83421",Grand-Sud,Séchilienne,Mairie,verre,24h,tous les jours,verre
1182,verre aérien,"45.05518,5.83422",Grand-Sud,Séchilienne,Mairie,verre,24h,tous les jours,verre
1210,verre enterré,"45.08036,5.76932",Grand-Sud,Vizille,Alliance / Boulodrome / 196 Rue Pierre et Marie Curie,verre,24h,tous les jours,verre
1216,verre aérien,"45.058,5.7695",Grand-Sud,Vizille,Ancienne Place du Marché (Péage de Vizille) / 175-213 Rue du Maquis de l'Oisans,verre,24h,tous les jours,verre
706,verre aérien,"45.24324,5.632",Nord-Ouest,Noyarey,Avenue Saint Jean (Route D1532) / Rue du Maupas / Place Bascule / Parking routiers / en contrebas de la mairie,verre,24h,tous les jours,verre
708,verre aérien,"45.24997,5.63128",Nord-Ouest,Noyarey,Avenue Saint Jean (Route D1532) / Rue Léon Porte (face au n° 57) / Le Clos des Noyers,verre,24h,tous les jours,verre
376,verre aérien,"45.17059,5.74336",Nord-Est,Grenoble,Rue René Fernandat / Rue Gaston Letonnelier,verre,24h,tous les jours,verre
6017,collecte sélective aérien,"45.17083,5.75536",Nord-Est,Saint Martin d'Hères,Allée Jean Wiener / Chemin piéton vers Terrasse Roger Vaillant,collecte sélective,24h,tous les jours,collecte sélective
6018,collecte sélective aérien,"45.18015,5.75736",Nord-Est,Saint Martin d'Hères,Place Karl Marx (côté Avenue Pierre Sémard),collecte sélective,24h,tous les jours,collecte sélective
6020,collecte sélective aérien,"45.17041,5.75662",Nord-Est,Saint Martin d'Hères,Rue du 8 mai 1945 / Rue Chante Grenouille,collecte sélective,24h,tous les jours,collecte sélective
6019,collecte sélective aérien,"45.18005,5.75946",Nord-Est,Saint Martin d'Hères,Place Karl Marx / Rue Jules Verne / Bibliothèque Paul Langevin,collecte sélective,24h,tous les jours,collecte sélective
6027,emballages aérien,"45.27678,5.75798",Nord-Est,Sarcenas,Le Pied du Croz / Route D57,emballages,24h,tous les jours,emballages
6030,verre aérien,"45.06604,5.76054",Grand-Sud,Notre Dame de Mésage,Tennis Club / 1160 Route de la Commanderie / Route D101,verre,24h,tous les jours,verre
719,verre aérien,"45.24436,5.67813",Nord-Ouest,Saint Egrève,Avenue de Karben / Balladin / Parking rocher escalade,verre,24h,tous les jours,verre
711,verre aérien,"45.24725,5.62686",Nord-Ouest,Noyarey,7 Place Victor Jat / Restaurant La Clé des Champs / Centre Village,verre,24h,tous les jours,verre
1220,verre aérien,"45.058,5.76951",Grand-Sud,Vizille,Ancienne Place du Marché (Péage de Vizille) / 175-213 Rue du Maquis de l'Oisans,verre,24h,tous les jours,verre
1207,verre aérien,"45.08275,5.777",Grand-Sud,Vizille,Cimetière / Chemin du Cimetière,verre,24h,tous les jours,verre
1330,verre aérien,"45.17225,5.72876",Sud,Grenoble,Rue Gustave Flaubert / Rue Prosper Mérimée,verre,24h,tous les jours,verre
1204,verre aérien,"45.08582,5.77619",Grand-Sud,Vizille,Collège Les Mattons (Cuisines cantine) / 396 Avenue de Vénaria,verre,24h,tous les jours,verre
1205,verre aérien,"45.08309,5.77473",Grand-Sud,Vizille,Gymnase Guy Mocquet / 106 Avenue de Vénaria,verre,24h,tous les jours,verre
1202,verre aérien,"45.08525,5.77116",Grand-Sud,Vizille,Julian Grimaud / Avenue de Vénaria / Rue Julian Grimaud,verre,24h,tous les jours,verre
1214,verre aérien,"45.07125,5.76452",Grand-Sud,Vizille,ZA Messidor / Carrefour Market / 172 Rue Messidor,verre,24h,tous les jours,verre
1227,verre aérien,"45.07122,5.76452",Grand-Sud,Vizille,ZA Messidor / Carrefour Market / 172 Rue Messidor,verre,24h,tous les jours,verre
1160,verre aérien,"45.01031,5.69764",Grand-Sud,Notre Dame de Commiers,Cimetière / 1-3 Chemin de la Cluse (nouveau cimetière situé 100m en contrebas de l'église),verre,24h,tous les jours,verre
1224,verre enterré,"45.13714,5.71446",Sud,Echirolles,Rue Alphonse Loubat / Rue Clément Ader,verre,24h,tous les jours,verre
1265,verre aérien,"45.13639,5.7506",Sud,Bresson,Eglise (Parking) / Rue de l'Eglise,verre,24h,tous les jours,verre
709,verre aérien,"45.2448,5.63598",Nord-Ouest,Noyarey,Gymnase Charles de Gaulle / 283 Route de la Vanne / plaine des sports,verre,24h,tous les jours,verre
847,verre aérien,"45.20771,5.65966",Nord-Ouest,Sassenage,Rue François Gérin / Rue de la Cure,verre,24h,tous les jours,verre
1251,verre aérien,"45.14326,5.69106",Sud,Echirolles,27-31 Rue de Comboire / Direction de l'Equipement (DIR),verre,24h,tous les jours,verre
6031,emballages aérien,"45.06612,5.76055",Grand-Sud,Notre Dame de Mésage,Tennis Club / 1160 Route de la Commanderie / Route D101,emballages,24h,tous les jours,emballages
6032,emballages aérien,"45.07068,5.76108",Grand-Sud,Notre Dame de Mésage,Le Moulin / Rue du Moulin / Route D 101 (Pont Pasteur),emballages,24h,tous les jours,emballages
11,verre aérien,"45.11716,5.65867",Grand-Sud,Claix,Chemin de Jayères / Chemin de Savoyères,verre,24h,tous les jours,verre
136,verre aérien,"45.14685,5.75464",Sud,Eybens,Avenue de la République / Rue de la Tuilerie (parking salle de la Tuilerie),verre,24h,tous les jours,verre
1231,verre aérien,"45.14443,5.74157",Sud,Eybens,Avenue d'Echirolles / Face Résidence le Pré au Crêt / Rue Baruch Spinoza (nouvelle rue),verre,24h,tous les jours,verre
1312,verre aérien,"45.15291,5.73767",Sud,Eybens,CTE Sud & Grand Sud / 10 rue Le Corbusier,verre,24h,tous les jours,verre
157,verre aérien,"45.15322,5.74326",Sud,Eybens,Déchèterie / 33 Rue des Grands Champs,verre,24h,tous les jours,verre
150,verre aérien,"45.16045,5.74314",Sud,Eybens,Ecole du Val / 3 Rue du 19 mars 1962,verre,24h,tous les jours,verre
1319,verre aérien,"45.14989,5.7394",Sud,Eybens,8-10 Rue Irène Joliot Curie / ZA Les Ruires,verre,24h,tous les jours,verre
1235,verre enterré,"45.23178,5.68024",Nord-Ouest,Saint Egrève,25 Avenue Général De Gaulle / Commerces / Faubourg,verre,24h,tous les jours,verre
1225,verre enterré,"45.14034,5.71367",Sud,Echirolles,22 Avenue Général De Gaulle / Kis (Bâtiment C),verre,24h,tous les jours,verre
1264,verre aérien,"45.13859,5.74172",Sud,Bresson,L'Oratoire / 3-5 Rue de l'Oratoire / Réservoirs ville de Grenoble,verre,24h,tous les jours,verre
1301,verre enterré,"45.25673,5.66243",Nord-Ouest,Fontanil Cornillon,Grande Rue / Rue de Montpertuis,verre,24h,tous les jours,verre
138,verre aérien,"45.14851,5.74797",Sud,Eybens,Place Malraux (parking derrière caserne pompiers) / 13-17 Avenue d'Echirolles,verre,24h,tous les jours,verre
149,verre aérien,"45.16193,5.74902",Sud,Eybens,Rue du Vercors / Rue de Belledonne (parking),verre,24h,tous les jours,verre
147,verre aérien,"45.15829,5.74582",Sud,Eybens,Rue Eugène Ravanat / Avenue Jean Jaurès (au pied du pont),verre,24h,tous les jours,verre
1304,verre aérien,"45.18707,5.78335",Nord-Est,Gières,Rue du Grand Mas (aire de retournement),verre,24h,tous les jours,verre
1309,verre aérien,"45.29438,5.76505",Nord-Est,Sarcenas,Hôtel-restaurant les 3 Sommets / Route du Charmant Som,verre,24h,tous les jours,verre
6010,verre aérien,"45.18532,5.70366",Nord-Ouest,Grenoble,Rue Gustave Eiffel / Rue Docteur Prosper Payerne / Halle Nord / restaurant-cafétéria RIE,verre,24h,tous les jours,verre
948,verre aérien,"45.06974,5.69481",Grand-Sud,Vif,1493 Route de Fontagneux / Reymure (arrêt de bus),verre,24h,tous les jours,verre
143,verre aérien,"45.15185,5.74681",Sud,Eybens,Rue des Javaux (vers n° 34) / Rue des Grands Champs / Rue Pierre Mendès France,verre,24h,tous les jours,verre
710,verre aérien,"45.23642,5.63749",Nord-Ouest,Noyarey,Impasse des Glairons / Services techniques / Les Chaulnes / Les Cottages,verre,24h,tous les jours,verre
1047,verre aérien,"45.21043,5.83136",Nord-Est,Domène,Déchèterie / Rue Marius Charles (face au n° 57),verre,24h,tous les jours,verre
3055,emballages aérien,"45.09853,5.74682",Grand-Sud,Jarrie,RIE - cantine 2 (Clos Jouvin) / 511 Avenue Général Delestraint,emballages,24h,tous les jours,emballages
1144,verre aérien,"45.14225,5.7929",Sud,Herbeys,Stade / Tennis / Route de la Côte / Impasse des terrains de sport,verre,24h,tous les jours,verre
1273,verre aérien,"45.18348,5.78226",Nord-Est,Gières,18-20 Rue du Bois Taillis,verre,24h,tous les jours,verre
1274,verre enterré,"45.14505,5.6993",Sud,Echirolles,26-28 Rue des Grottes de la Luire,verre,24h,tous les jours,verre
1098,verre aérien,"45.2483,5.69677",Nord-Ouest,Proveysieux,Grange Haute,verre,24h,tous les jours,verre
1145,verre enterré,"45.13852,5.7928",Sud,Herbeys,Cimetière / Chemin du Villard / Impasse du Cimetière du Bourg,verre,24h,tous les jours,verre
1255,verre aérien,"45.15997,5.76203",Sud,Poisat,12 Rue Jean-Philippe Rameau,verre,24h,tous les jours,verre
1279,verre aérien,"45.15949,5.76029",Sud,Poisat,Avenue Henri Dunant (arrêt de bus) / Allée Pablo Picasso,verre,24h,tous les jours,verre
1278,verre aérien,"45.13796,5.74869",Sud,Bresson,Rue de la République / Chemin des Saules,verre,24h,tous les jours,verre
521,verre aérien,"45.20995,5.74236",Nord-Est,La Tronche,8 Chemin du Coteau / Chemin de la Vierge Noire (après n°8),verre,24h,tous les jours,verre
1099,verre aérien,"45.25332,5.70037",Nord-Ouest,Quaix en Chartreuse,Bas de Quaix / Route de Saint Egrève,verre,24h,tous les jours,verre
233,verre aérien,"45.18507,5.78562",Nord-Est,Gières,Rue de la Gare / Gare SNCF,verre,24h,tous les jours,verre
221,verre aérien,"45.18178,5.78983",Nord-Est,Gières,7-11 Grand' Rue (nouvel immeuble + commerces) / Face résidence Les Martinets / Les Jardins d'Elodie,verre,24h,tous les jours,verre
231,verre aérien,"45.18208,5.78116",Nord-Est,Gières,Rue des Treilles / Quartier Chamandier,verre,24h,tous les jours,verre
6008,verre aérien,"45.17064,5.70502",Nord-Ouest,Grenoble,73-75 Avenue Rhin et Danube,verre,24h,tous les jours,verre
6009,verre aérien,"45.1834,5.70361",Nord-Ouest,Grenoble,Rue Gustave Eiffel / Halle Sud,verre,24h,tous les jours,verre
6011,verre aérien,"45.22634,5.69176",Nord-Ouest,Saint Egrève,17 Rue Jean Amigoni,verre,24h,tous les jours,verre
3058,emballages aérien,"45.09446,5.74502",Grand-Sud,Jarrie,Salle Malraux (Basse Jarrie) - cuisines / 1 Montée des Clares (accès par chemin derrière bâtiment),emballages,24h,tous les jours,emballages
232,verre aérien,"45.18261,5.78387",Nord-Est,Gières,Rue du Petit Jean / Quartier Chamandier,verre,24h,tous les jours,verre
1110,verre aérien,"45.2904,5.76723",Nord-Est,Sarcenas,Hôtel-Restaurant Cartusia / Col de Porte / Route D512,verre,24h,tous les jours,verre
790,verre aérien,"45.17066,5.75506",Nord-Est,Saint Martin d'Hères,Allée Jean Wiener (parking au fond de l'allée) / Quartier Renaudie,verre,24h,tous les jours,verre
714,verre aérien,"45.15763,5.764",Sud,Poisat,Prémol (terminus bus) / 23-27 Avenue Pierre Mendès France / Place du 19 Mars 1962,verre,24h,tous les jours,verre
1328,verre aérien,"45.14868,5.70595",Sud,Echirolles,91 Cours Jean Jaurès,verre,24h,tous les jours,verre
1256,verre aérien,"45.24597,5.72688",Nord-Ouest,Quaix en Chartreuse,CHU - Centre de loisirs / 2477 Route de Clémencière,verre,24h,tous les jours,verre
1100,verre aérien,"45.25319,5.7202",Nord-Ouest,Quaix en Chartreuse,Ecole / 215 Route de Clémencières,verre,24h,tous les jours,verre
3006,emballages aérien,"45.23707,5.73179",Nord-Ouest,Quaix en Chartreuse,L'Aragnat / Route du Sappey,emballages,24h,tous les jours,emballages
3005,emballages aérien,"45.24227,5.72547",Nord-Ouest,Quaix en Chartreuse,Le Charpen / 7 Route de la Croix de Chorre,emballages,24h,tous les jours,emballages
2005,papier aérien,"45.24224,5.72545",Nord-Ouest,Quaix en Chartreuse,Le Charpen / 7 Route de la Croix de Chorre,papier,24h,tous les jours,papier
1102,verre aérien,"45.23695,5.73178",Nord-Ouest,Quaix en Chartreuse,L'Aragnat / Route du Sappey,verre,24h,tous les jours,verre
2004,papier aérien,"45.25318,5.72014",Nord-Ouest,Quaix en Chartreuse,Ecole / 215 Route de Clémencières,papier,24h,tous les jours,papier
744,verre aérien,"45.22842,5.68137",Nord-Ouest,Saint Egrève,10 Rue de l'Isère,verre,24h,tous les jours,verre
1101,verre aérien,"45.24222,5.72545",Nord-Ouest,Quaix en Chartreuse,Le Charpen / 7 Route de la Croix de Chorre,verre,24h,tous les jours,verre
755,verre aérien,"45.22413,5.67803",Nord-Ouest,Saint Egrève,13 Rue de l'Industrie,verre,24h,tous les jours,verre
743,verre aérien,"45.23142,5.67659",Nord-Ouest,Saint Egrève,15 Rue de la Contamine / Les Mas Perrichaud,verre,24h,tous les jours,verre
3175,emballages aérien,"45.14864,5.72724",Sud,Echirolles,10 Rue des Méridiens / Sud Galaxie,emballages,24h,tous les jours,emballages
2059,papier aérien,"45.09443,5.74416",Grand-Sud,Jarrie,Salle Malraux (Basse Jarrie) - parking / 1 Montée des Clares,papier,24h,tous les jours,papier
737,verre aérien,"45.2379,5.68862",Nord-Ouest,Saint Egrève,1-5 Avenue Médecin Général Viallet (logette) / Rue Charmant Som,verre,24h,tous les jours,verre
731,verre aérien,"45.22471,5.6917",Nord-Ouest,Saint Egrève,16 Rue de Combariel / Fiancey,verre,24h,tous les jours,verre
728,verre aérien,"45.2229,5.67268",Nord-Ouest,Saint Egrève,16-18 Rue des Glairaux (dans virage) / ZI Cap de H,verre,24h,tous les jours,verre
1261,verre aérien,"45.24121,5.66497",Nord-Ouest,Saint Egrève,14 Rue Louis Besançon (parking Leroy Merlin),verre,24h,tous les jours,verre
734,verre aérien,"45.23235,5.69228",Nord-Ouest,Saint Egrève,2 Rue des Brieux / Stade Jean Balestas,verre,24h,tous les jours,verre
730,verre aérien,"45.22426,5.68866",Nord-Ouest,Saint Egrève,2 Rue du 19 mars 1962 / Fiancey / Trésor Public / Crèche,verre,24h,tous les jours,verre
740,verre aérien,"45.23664,5.67935",Nord-Ouest,Saint Egrève,30 Rue Casimir Brenier,verre,24h,tous les jours,verre
724,verre aérien,"45.23679,5.6755",Nord-Ouest,Saint Egrève,32 Rue de Saint Robert / Ecole Barnave,verre,24h,tous les jours,verre
722,verre aérien,"45.23954,5.67592",Nord-Ouest,Saint Egrève,33 Avenue de l'Europe / Espace activités Europe / MJC,verre,24h,tous les jours,verre
756,verre aérien,"45.23399,5.68141",Nord-Ouest,Saint Egrève,4 Rue des Mails / Espace Visancourt (entre mairie et piscine),verre,24h,tous les jours,verre
1075,verre aérien,"45.24167,5.67306",Nord-Ouest,Saint Egrève,4-14 Rue des Peupliers (dans logette) / Voie accès Gendarmerie,verre,24h,tous les jours,verre
732,verre aérien,"45.22766,5.69067",Nord-Ouest,Saint Egrève,41 Rue du Muret,verre,24h,tous les jours,verre
753,verre aérien,"45.23515,5.6852",Nord-Ouest,Saint Egrève,4 Rue de Chamechaude (dans logette) / Résidence SDH Visancourt / Pompiers,verre,24h,tous les jours,verre
